ESV,text,Parallel,version,verse_text,toCheck
Nehemiah 10.21,"Meshezabel, Za-dok, Jaddua,",Nehemiah 10.21,Vulgate,"Nehemiah 10.21 Mesizabel, Sadoc, Jeddua,",False
Nehemiah 11.13,"and his brothers, heads of fathers' houses, 242; and Amashsai, the son of Azarel, son of Ahzai, son of Meshillemoth, son of Immer,",Nehemiah 11.13,Vulgate,"Nehemiah 11.13 et fratres ejus principes patrum: ducenti quadraginta duo. Et Amassai filius Azreel, filius Ahazi, filius Mosollamoth, filius Emmer,",False
Nehemiah 11.28,"in Ziklag, in Meconah and its villages,",Nehemiah 11.28,Vulgate,"Nehemiah 11.28 et in Siceleg, et in Mochona, et in filiabus ejus,",False
Nehemiah 11.29,"in En-rimmon, in Zorah, in Jarmuth,",Nehemiah 11.29,Vulgate,"Nehemiah 11.29 et in Remmon, et in Saraa, et in Jerimuth,",False
Nehemiah 12.3,"Sheca-niah, Rehum, Meremoth,",Nehemiah 12.3,Vulgate,"Nehemiah 12.3 Sebenias, Rheum, Merimuth,",False
Nehemiah 12.4,"Iddo, Gin-nethoi, Abijah,",Nehemiah 12.4,Vulgate,"Nehemiah 12.4 Addo, Genthon, Abia,",False
Nehemiah 12.6,"Shemaiah, Joiarib, Jedaiah,",Nehemiah 12.6,Vulgate,"Nehemiah 12.6 Semeia, et Jojarib, Idaia, Sellum, Amoc, Helcias,",False
Nehemiah 12.8,"And the Levites: Jeshua, Binnui, Kadmiel, Sherebiah, Judah, and Mattaniah, who with his brothers was in charge of the songs of thanksgiving.",Nehemiah 12.8,Vulgate,"Nehemiah 12.8 Porro Levitæ, Jesua, Bennui, Cedmihel, Sarebia, Juda, Mathanias, super hymnos ipsi et fratres eorum:",False
Nehemiah 12.17,"of Abijah, Zichri; of Miniamin, of Moadiah, Piltai;",Nehemiah 12.17,Vulgate,"Nehemiah 12.17 Abiæ, Zechri: Miamin et Moadiæ, Phelti:",False
Nehemiah 12.18,"of Bilgah, Shammua; of Shemaiah, Jehonathan;",Nehemiah 12.18,Vulgate,"Nehemiah 12.18 Belgæ, Sammua: Semaiæ, Jonathan:",False
Nehemiah 12.33,"and Azariah, Ezra, Meshullam,",Nehemiah 12.33,Vulgate,"Nehemiah 12.33 et Azarias, Esdras, et Mosollam, Judas, et Benjamin, et Semeia, et Jeremias.",False
Nehemiah 12.35,"and certain of the priests' sons with trumpets: Zechariah the son of Jonathan, son of Shemaiah, son of Mattaniah, son of Micaiah, son of Zaccur, son of Asaph;",Nehemiah 12.35,Vulgate,"Nehemiah 12.35 et fratres ejus Semeia, et Azareel, Malalai, Galalai, Maai, Nathanaël, et Judas, et Hanani, in vasis cantici David viri Dei: et Esdras scriba ante eos in porta fontis.",False
Nehemiah 12.43,"And they offered great sacrifices that day and rejoiced, for God had made them rejoice with great joy; the women and children also rejoiced. And the joy of Jerusalem was heard far away.",Nehemiah 12.43,Vulgate,"Nehemiah 12.43 Recensuerunt quoque in die illa viros super gazophylacia thesauri ad libamina, et ad primitias, et ad decimas, ut introferrent per eos principes civitatis in decore gratiarum actionis, sacerdotes et Levitas: quia lætificatus est Juda in sacerdotibus et Levitis adstantibus.",False
Esther 3.10,"So the king took his signet ring from his hand and gave it to Haman the Agagite, the son of Hammedatha, the enemy of the Jews.",Esther 3.10,Vulgate,"Esther 3.10 Tulit ergo rex annulum, quo utebatur, de manu sua, et dedit eum Aman filio Amadathi de progenie Agag, hosti Judæorum,",False
Esther 4.6,"Hathach went out to Mordecai in the open square of the city in front of the king's gate,",Esther 4.6,Vulgate,"Esther 4.6 Egressusque Athach, ivit ad Mardochæum stantem in platea civitatis, ante ostium palatii:",False
Esther 6.9,"And let the robes and the horse be handed over to one of the king's most noble officials. Let them dress the man whom the king delights to honor, and let them lead him on the horse through the square of the city, proclaiming before him: 'Thus shall it be done to the man whom the king delights to honor.'""",Esther 6.9,Vulgate,"Esther 6.9 et primus de regiis principibus ac tyrannis teneat equum ejus, et per plateam civitatis incedens clamet, et dicat: Sic honorabitur, quemcumque voluerit rex honorare.",False
Esther 9.1,"Now in the twelfth month, which is the month of Adar, on the thirteenth day of the same, when the king's command and edict were about to be carried out, on the very day when the enemies of the Jews hoped to gain the mastery over them, the reverse occurred: the Jews gained mastery over those who hated them.",Esther 9.1,Vulgate,"Esther 9.1 Igitur duodecimi mensis, quem Adar vocari ante jam diximus, tertiadecima die, quando cunctis Judæis interfectio parabatur, et hostes eorum inhiabant sanguini, versa vice Judæi superiores esse cœperunt, et se de adversariis vindicare.",False
Esther 9.6,"In Susa the citadel itself the Jews killed and destroyed 500 men,",Esther 9.6,Vulgate,"Esther 9.6 in tantum ut etiam in Susan quingentos viros interficerent, extra decem filios Aman Agagitæ hostis Judæorum: quorum ista sunt nomina:",False
Esther 9.7,and also killed Parshandatha and Dalphon and Aspatha,Esther 9.7,Vulgate,"Esther 9.7 Pharsandatha, et Delphon, et Esphatha,",False
Esther 9.10,"the ten sons of Haman the son of Hammedatha, the enemy of the Jews, but they laid no hand on theplunder.",Esther 9.10,Vulgate,"Esther 9.10 Quos cum occidissent, prædas de substantiis eorum tangere noluerunt.",False
Job 2.8,And he took a piece of broken pottery with which to scrape himself while he sat in the ashes.,Job 2.8,Vulgate,"Job 2.8 qui testa saniem radebat, sedens in sterquilinio.",False
Job 3.2,And Job said:,Job 3.2,Vulgate,Job 3.2 et locutus est:,False
Job 3.24,"For my sighing comes instead of my bread, and my groanings are poured out like water.",Job 3.24,Vulgate,"Job 3.24 Antequam comedam, suspiro; et tamquam inundantes aquæ, sic rugitus meus:",False
Job 3.26,"I am not at ease, nor am I quiet; I have no rest, but trouble comes.""",Job 3.26,Vulgate,Job 3.26 Nonne dissimulavi? nonne silui? nonne quievi? et venit super me indignatio.,False
Job 4.8,"As I have seen, those who plow iniquity and sow trouble reap the same.",Job 4.8,Vulgate,"Job 4.8 Quin potius vidi eos qui operantur iniquitatem, et seminant dolores, et metunt eos,",False
Job 4.9,"By the breath of God they perish, and by the blast of his anger they are consumed.",Job 4.9,Vulgate,"Job 4.9 flante Deo perisse, et spiritu iræ ejus esse consumptos.",False
Job 5.26,"You shall come to your grave in ripe old age, like a sheaf gathered up in its season.",Job 5.26,Vulgate,"Job 5.26 Ingredieris in abundantia sepulchrum, sicut infertur acervus tritici in tempore suo.",False
Job 6.3,For then it would be heavier than the sand of the sea; therefore my words have been rash.,Job 6.3,Vulgate,Job 6.3 Quasi arena maris hæc gravior appareret; unde et verba mea dolore sunt plena:,False
Job 6.9,"that it would please God to crush me, that he would let loose his hand and cut me off!",Job 6.9,Vulgate,"Job 6.9 et qui cœpit, ipse me conterat; solvat manum suam, et succidat me?",False
Job 6.10,"This would be my comfort; I would even exult in pain unsparing, for I have not denied the words of the Holy One.",Job 6.10,Vulgate,"Job 6.10 Et hæc mihi sit consolatio, ut affligens me dolore, non parcat, nec contradicam sermonibus Sancti.",False
Job 6.13,"Have I any help in me, when resource is driven from me?",Job 6.13,Vulgate,"Job 6.13 Ecce non est auxilium mihi in me, et necessarii quoque mei recesserunt a me.",False
Job 6.15,"My brothers are treacherous as a torrent-bed, as torrential streams that pass away,",Job 6.15,Vulgate,"Job 6.15 Fratres mei præterierunt me, sicut torrens qui raptim transit in convallibus.",False
Job 6.16,"which are dark with ice, and where the snow hides itself.",Job 6.16,Vulgate,"Job 6.16 Qui timent pruinam, irruet super eos nix.",False
Job 6.17,"When they melt, they disappear; when it is hot, they vanish from their place.",Job 6.17,Vulgate,"Job 6.17 Tempore quo fuerint dissipati, peribunt; et ut incaluerit, solventur de loco suo.",False
Job 6.18,The caravans turn aside from their course; they go up into the waste and perish.,Job 6.18,Vulgate,"Job 6.18 Involutæ sunt semitæ gressuum eorum; ambulabunt in vacuum, et peribunt.",False
Job 6.19,"The caravans of Tema look, the travelers of Sheba hope.",Job 6.19,Vulgate,"Job 6.19 Considerate semitas Thema, itinera Saba, et expectate paulisper.",False
Job 6.25,How forceful are upright words! But what does reproof from you reprove?,Job 6.25,Vulgate,"Job 6.25 Quare detraxistis sermonibus veritatis, cum e vobis nullus sit qui possit arguere me?",False
Job 6.26,"Do you think that you can reprove words, when the speech of a despairing man is wind?",Job 6.26,Vulgate,"Job 6.26 Ad increpandum tantum eloquia concinnatis, et in ventum verba profertis.",False
Job 6.27,"You would even cast lots over the fatherless, and bargain over your friend.",Job 6.27,Vulgate,"Job 6.27 Super pupillum irruitis, et subvertere nitimini amicum vestrum.",False
Job 6.28,"""But now, be pleased to look at me, for I will not lie to your face.",Job 6.28,Vulgate,"Job 6.28 Verumtamen quod cœpistis explete: præbete aurem, et videte an mentiar.",False
Job 6.29,Please turn; let no injustice be done. Turn now; my vindication is at stake.,Job 6.29,Vulgate,"Job 6.29 Respondete, obsecro, absque contentione; et loquentes id quod justum est, judicate.",False
Job 8.1,Then Bildad the Shuhite answered and said:,Job 8.1,Vulgate,"Job 8.1 Respondens autem Baldad Suhites, dixit:",False
Job 8.14,"His confidence is severed, and his trust is a spider's web.",Job 8.14,Vulgate,"Job 8.14 Non ei placebit vecordia sua, et sicut tela aranearum fiducia ejus.",False
Job 8.16,"He is a lush plant before the sun, and his shoots spread over his garden.",Job 8.16,Vulgate,"Job 8.16 Humectus videtur antequam veniat sol, et in ortu suo germen ejus egredietur.",False
Job 8.17,His roots entwine the stone heap; he looks upon a house of stones.,Job 8.17,Vulgate,"Job 8.17 Super acervum petrarum radices ejus densabuntur, et inter lapides commorabitur.",False
Job 9.13,"""God will not turn back his anger; beneath him bowed the helpers of Rahab.",Job 9.13,Vulgate,"Job 9.13 Deus, cujus iræ nemo resistere potest, et sub quo curvantur qui portant orbem.",False
Job 9.21,I am blameless; I regard not myself; I loathe my life.,Job 9.21,Vulgate,"Job 9.21 Etiam si simplex fuero, hoc ipsum ignorabit anima mea, et tædebit me vitæ meæ.",False
Job 9.30,"If I wash myself with snow and cleanse my hands with lye,",Job 9.30,Vulgate,"Job 9.30 Si lotus fuero quasi aquis nivis, et fulserint velut mundissimæ manus meæ,",False
Job 11.10,"If he passes through and imprisons and summons the court, who can turn him back?",Job 11.10,Vulgate,"Job 11.10 Si subverterit omnia, vel in unum coarctaverit, quis contradicet ei?",False
Job 11.12,But a stupid man will get understanding when a wild donkey's colt is born a man!,Job 11.12,Vulgate,"Job 11.12 Vir vanus in superbiam erigitur, et tamquam pullum onagri se liberum natum putat.",False
Job 12.5,In the thought of one who is at ease there is contempt for misfortune; it is ready for those whose feet slip.,Job 12.5,Vulgate,Job 12.5 Lampas contempta apud cogitationes divitum parata ad tempus statutum.,False
Job 12.19,He leads priests away stripped and overthrows the mighty.,Job 12.19,Vulgate,"Job 12.19 Ducit sacerdotes inglorios, et optimates supplantat:",False
Job 13.4,"As for you, you whitewash with lies; worthless physicians are you all.",Job 13.4,Vulgate,"Job 13.4 prius vos ostendens fabricatores mendacii, et cultores perversorum dogmatum.",False
Job 13.6,Hear now my argument and listen to the pleadings of my lips.,Job 13.6,Vulgate,"Job 13.6 Audite ergo correptionem meam, et judicium labiorum meorum attendite.",False
Job 13.10,He will surely rebuke you if in secret you show partiality.,Job 13.10,Vulgate,"Job 13.10 Ipse vos arguet, quoniam in abscondito faciem ejus accipitis.",False
Job 13.12,Your maxims are proverbs of ashes; your defenses are defenses of clay.,Job 13.12,Vulgate,"Job 13.12 Memoria vestra comparabitur cineri, et redigentur in lutum cervices vestræ.",False
Job 14.9,yet at the scent of water it will bud and put out branches like a young plant.,Job 14.9,Vulgate,"Job 14.9 ad odorem aquæ germinabit, et faciet comam, quasi cum primum plantatum est.",False
Job 14.15,"You would call, and I would answer you; you would long for the work of your hands.",Job 14.15,Vulgate,"Job 14.15 Vocabis me, et ego respondebo tibi: operi manuum tuarum porriges dexteram.",False
Job 14.21,"His sons come to honor, and he does not know it; they are brought low, and he perceives it not.",Job 14.21,Vulgate,"Job 14.21 Sive nobiles fuerint filii ejus, sive ignobiles, non intelliget.",False
Job 14.22,"He feels only the pain of his own body, and he mourns only for himself.""",Job 14.22,Vulgate,"Job 14.22 Attamen caro ejus, dum vivet, dolebit, et anima illius super semetipso lugebit.",False
Job 15.3,"Should he argue in unprofitable talk, or in words with which he can do no good?",Job 15.3,Vulgate,"Job 15.3 Arguis verbis eum qui non est æqualis tibi, et loqueris quod tibi non expedit.",False
Job 15.11,"Are the comforts of God too small for you, or the word that deals gently with you?",Job 15.11,Vulgate,Job 15.11 Numquid grande est ut consoletur te Deus? sed verba tua prava hoc prohibent.,False
Job 15.26,running stubbornly against him with a thickly bossed shield;,Job 15.26,Vulgate,"Job 15.26 Cucurrit adversus eum erecto collo, et pingui cervice armatus est.",False
Job 16.8,"And he has shriveled me up, which is a witness against me, and my leanness has risen up against me; it testifies to my face.",Job 16.8,Vulgate,"Job 16.8 Nunc autem oppressit me dolor meus, et in nihilum redacti sunt omnes artus mei.",False
Job 16.10,Men have gaped at me with their mouth; they have struck me insolently on the cheek; they mass themselves together against me.,Job 16.10,Vulgate,"Job 16.10 Collegit furorem suum in me, et comminans mihi, infremuit contra me dentibus suis: hostis meus terribilibus oculis me intuitus est.",False
Job 16.14,He breaks me with breach upon breach; he runs upon me like a warrior.,Job 16.14,Vulgate,"Job 16.14 Circumdedit me lanceis suis; convulneravit lumbos meos: non pepercit, et effudit in terra viscera mea.",False
Job 16.16,"My face is red with weeping, and on my eyelids is deep darkness,",Job 16.16,Vulgate,"Job 16.16 Saccum consui super cutem meam, et operui cinere carnem meam.",False
Job 17.2,"Surely there are mockers about me, and my eye dwells on their provocation.",Job 17.2,Vulgate,"Job 17.2 Non peccavi, et in amaritudinibus moratur oculus meus.",False
Job 17.3,"""Lay down a pledge for me with yourself; who is there who will put up security for me?",Job 17.3,Vulgate,"Job 17.3 Libera me, Domine, et pone me juxta te, et cujusvis manus pugnet contra me.",False
Job 17.9,"Yet the righteous holds to his way, and he who has clean hands grows stronger and stronger.",Job 17.9,Vulgate,"Job 17.9 Et tenebit justus viam suam, et mundis manibus addet fortitudinem.",False
Job 18.1,Then Bildad the Shuhite an swered and said:,Job 18.1,Vulgate,"Job 18.1 Respondens autem Baldad Suhites, dixit:",False
Job 18.7,"His strong steps are shortened, and his own schemes throw him down.",Job 18.7,Vulgate,"Job 18.7 Arctabuntur gressus virtutis ejus, et præcipitabit eum consilium suum.",False
Job 18.9,A trap seizes him by the heel; a snare lays hold of him.,Job 18.9,Vulgate,"Job 18.9 Tenebitur planta illius laqueo, et exardescet contra eum sitis.",False
Job 18.12,"His strength is famished, and calamity is ready for his stumbling.",Job 18.12,Vulgate,"Job 18.12 Attenuetur fame robur ejus, et inedia invadat costas illius.",False
Job 18.20,"They of the west are appalled at his day, and horror seizes them of the east.",Job 18.20,Vulgate,"Job 18.20 In die ejus stupebunt novissimi, et primos invadet horror.",False
Job 19.12,His troops come on together; they have cast up their siege ramp against me and encamp around my tent.,Job 19.12,Vulgate,"Job 19.12 Simul venerunt latrones ejus, et fecerunt sibi viam per me, et obsederunt in gyro tabernaculum meum.",False
Job 19.18,Even young children despise me; when I rise they talk against me.,Job 19.18,Vulgate,"Job 19.18 Stulti quoque despiciebant me: et cum ab eis recessissem, detrahebant mihi.",False
Job 19.24,Oh that with an iron pen and lead they were engraved in the rock forever!,Job 19.24,Vulgate,"Job 19.24 stylo ferreo et plumbi lamina, vel celte sculpantur in silice?",False
Job 20.2,"""Therefore my thoughts answer me, because of my haste within me.",Job 20.2,Vulgate,"Job 20.2 Idcirco cogitationes meæ variæ succedunt sibi, et mens in diversa rapitur.",False
Job 20.10,"His children will seek the favor of the poor, and his hands will give back his wealth.",Job 20.10,Vulgate,"Job 20.10 Filii ejus atterentur egestate, et manus illius reddent ei dolorem suum.",False
