verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
Genesis 1.24 (ODRV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","God said moreouer: Let the earth bring forth liuing creature, in his kind, cattle, & such as creepe, & beastes of the earth according to their kindes: and it was so done.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 3.12 (AKJV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","And it happened, that when they that dwelt vpō the earth began to multiply, and had gotten them many children, and were a great people, they beganne againe to be more vngodly then the first.",TRUE,FALSE,FALSE,TRUE,FALSE
Hebrews 8.5 (AKJV),"And of this speaketh christ now immediatly, saying: As Moses lyfted vp the serpent in the desert:","Who serue vnto the example and shadow of heauenly things, as Moses was admonished of God when he was about to make the Tabernacle. For see (saith he) that thou make all things according to the paterne shewed to thee in the mount.",TRUE,FALSE,FALSE,FALSE,FALSE
Hebrews 8.5 (Geneva) - 0,"And of this speaketh christ now immediatly, saying: As Moses lyfted vp the serpent in the desert:","Who serue vnto the paterne and shadowe of heauenly things, as Moses was warned by God, whe he was about to finish the Tabernacle.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 20.37 (ODRV) - 0,"And of this speaketh christ now immediatly, saying: As Moses lyfted vp the serpent in the desert:","But that the dead rise againe, Moyses also shewed, beside the bush, as he calleth the Lord:",TRUE,FALSE,FALSE,FALSE,FALSE
Exodus 19.20 (ODRV),"And of this speaketh christ now immediatly, saying: As Moses lyfted vp the serpent in the desert:","And our Lord descended vpon the mount Sinai in the very toppe of the mount, and he called Moyses into the toppe therof. Whither when he was ascended,",TRUE,FALSE,FALSE,FALSE,FALSE
Exodus 31.18 (ODRV),"And of this speaketh christ now immediatly, saying: As Moses lyfted vp the serpent in the desert:","And our Lord, when he had ended such speaches in mount Sinai, gaue vnto Moyses two stone tables of testimonie, written with the finger of God.",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 11.2 (Geneva),"And of this speaketh christ now immediatly, saying: As Moses lyfted vp the serpent in the desert:","God hath not cast away his people which he knew before. Know ye not what the Scripture sayth of Elias, howe hee communeth with God against Israel, saying,",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 4.6 (AKJV),"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","Euen as Dauid also describeth the blessednesse of the man, vnto whom God imputeth righteousnesse without works:",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 6.19 (ODRV) - 2,"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","and the keeping of the lawes, is the consummation of incorruption:",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 35.3 (AKJV) - 1,"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","and to forsake vnrighteousnesse, is a propitiation.",FALSE,FALSE,TRUE,,FALSE
Galatians 3.11 (AKJV) - 0,"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","But that no man is iustified by the Lawe in the sight of God, it is euident:",TRUE,FALSE,FALSE,FALSE,FALSE
Galatians 3.11 (Geneva) - 0,"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","And that no man is iustified by the Law in the sight of God, it is euident:",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 1.77 (AKJV),"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","To giue knowledge of saluation vnto his people, by the remission of their sinnes,",TRUE,FALSE,FALSE,TRUE,FALSE
Luke 1.77 (Geneva),"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","And to giue knowledge of saluation vnto his people, by the remission of their sinnes,",TRUE,FALSE,FALSE,TRUE,FALSE
Tobit 12.9 (AKJV),"Mans iustification or beatification the Apostle interpreteth to bee the remission of sinnes,","For almes doth deliuer from death, and shall purge away all sinne. Those that exercise almes, and righteousnesse, shall be filled with life.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 18.24 (Geneva),"And certayne it is, that through many afflictions wee must enter into the Kingdome of God.","And when Iesus sawe him very sorowfull, he said, With what difficultie shall they that haue riches, enter into the kingdome of God!",TRUE,FALSE,FALSE,FALSE,FALSE
John 4.37 (Geneva),"And certayne it is, that through many afflictions wee must enter into the Kingdome of God.","For herein is the saying true, that one soweth, and an other reapeth.",FALSE,FALSE,TRUE,,FALSE
2 Chronicles 25.8 (AKJV),"And certayne it is, that through many afflictions wee must enter into the Kingdome of God.","But if thou wilt goe, doe it, bee strong for the battell: God shall make thee fall before the enemy: for God hath power to helpe, and to cast downe.",TRUE,FALSE,FALSE,FALSE,FALSE
Judith 8.22 (Douay-Rheims),"And certayne it is, that through many afflictions wee must enter into the Kingdome of God.","They must remember how our father Abraham was tempted, and being proved by many tribulations, was made the friend of God.",TRUE,FALSE,FALSE,FALSE,FALSE
John 4.37 (AKJV),"And certayne it is, that through many afflictions wee must enter into the Kingdome of God.","And herein is that saying true: One soweth, and another reapeth.",FALSE,FALSE,TRUE,,FALSE
Mark 10.23 (Geneva),"And certayne it is, that through many afflictions wee must enter into the Kingdome of God.","And Iesus looked round about, and sayd vnto his disciples, Howe hardly doe they that haue riches, enter into the kingdome of God!",TRUE,FALSE,FALSE,FALSE,FALSE
James 4.4 (ODRV),"Nolite diligere mundum, Loue not you the world, nor the things that are in the world &c.","Aduouterers, know you not the the freindship of this world, is the enemie of God? Whosoeuer therfore wil be a freind of this world, is made an enemie of God.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 37.24 (Douay-Rheims),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:",Grace is not given him from the Lord: for he is deprived of all wisdom.,FALSE,FALSE,TRUE,,FALSE
Colossians 1.19 (AKJV),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","For it pleased the Father that in him should all fulnesse dwell,",TRUE,FALSE,FALSE,FALSE,FALSE
Colossians 1.19 (Geneva),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","For it pleased the Father, that in him should all fulnesse dwell,",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 1.10 (Douay-Rheims),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","And he poured her out upon all his works, and upon all flesh according to his gift, and hath given her to them that love him.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 42.21 (Douay-Rheims),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","He hath beautified the glorious works of his wisdom: and he Is from eternity to eternity, and to him nothing may be added,",FALSE,FALSE,TRUE,,FALSE
Numbers 26.9 (Douay-Rheims) - 1,"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","These are Dathan and Abiron the princes of the people, that rose against Moses and Aaron in the sedition of Core, when they rebelled against the Lord:",TRUE,FALSE,FALSE,TRUE,FALSE
Ecclesiasticus 45.18 (AKJV),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","Strangers conspired together against him, and maligned him in the wildernesse, euen the men that were of Dathans, and Abirons side, and the congregation of Core with fury and wrath.",TRUE,FALSE,FALSE,FALSE,FALSE
Numbers 16.24 (Douay-Rheims),"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.",Command the whole people to separate themselves from the tents of Core and Dathan and Abiron.,TRUE,FALSE,FALSE,FALSE,FALSE
Numbers 26.9 (AKJV) - 1,"Dathan and Abiram, but refusing to come at the call of Moses and Aaron, Num. 16. 12.","this is that Dathan & Abiram, which were famous in the Congregation, who stroue against Moses and against Aaron in the companie of Korah, when they stroue against the Lord:",TRUE,FALSE,FALSE,TRUE,FALSE
Wisdom 17.3 (AKJV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","For while they supposed to lie hid in their secret sinnes, they were scattered vnder a darke vaile of forgetfulnesse, being horribly astonished, and troubled with (strange) apparitions.",FALSE,FALSE,TRUE,,FALSE
Romans 3.9 (AKJV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","What then? are wee better then they? No in no wise: for we haue before proued both Iewes, and Gentiles, that they are all vnder sinne,",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 19.13 (AKJV) - 1,"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","for they suffered iustly, according to their owne wickednesse, insomuch as they vsed a more hard and hatefull behauiour towards strangers:",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 2.12 (AKJV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","Therefore let vs lye in wait for the righteous: because he is not for our turne, and he is cleane contrary to our doings: he vpbraideth vs with our offending the Law, and obiecteth to our infamy the transgressings of our education.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 4.27 (AKJV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.",And cannot comprehend the things that are promised to the righteous in time to come: for this world is ful of vnrighteousnesse and infirmities.,TRUE,FALSE,FALSE,FALSE,FALSE
Susanna 1.62 (AKJV) - 0,"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","And according to the Law of Moses, they did vnto them in such sort as they malitiously intended to doe to their neighbour:",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 10.13 (AKJV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","For pride is the beginning of sinne, and hee that hath it, shall powre out abomination: and therefore the Lord brought vpon them strange calamities, and ouerthrew them vtterly.",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 1.32 (ODRV),"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","Who whereas they knew the iustice of God, did not vnderstand that they which doe such things, are worthie of death: not only they that doe them, by they also that consent to the doers.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 10.19 (AKJV) - 1,"repleti om•• ••iustitia, they were full of all vnrighteousnesse, saith the Apostle.","they that regard not the Law, are a dishonourable seed, they that transgresse the commandements, are a deceiuable seed.",TRUE,FALSE,FALSE,FALSE,FALSE
Nehemiah 10.14 (AKJV),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","The chiefe of the people. Parosh, Pahath-Moab, Elam, Zatthu, Bani,",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 59.2 (ODRV),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",TRUE,FALSE,FALSE,FALSE,FALSE
John 1.18 (ODRV) - 1,wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"the only-begotten Sonne which is in the bosome of the Father, he hath declared.",TRUE,FALSE,FALSE,FALSE,FALSE
John 1.18 (AKJV) - 1,wee saw the glorye thereof as the glory of the onely begotten sonne of the father,"the onely begotten Sonne, which is in the bosome of the Father, he hath declared him.",TRUE,FALSE,FALSE,FALSE,FALSE
Nehemiah 10.25 (Vulgate); Nehemiah 10.25 (Douay-Rheims),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","Rehum, Hasebna, Maasia,",TRUE,FALSE,FALSE,FALSE,TRUE
Nehemiah 7.7 (Douay-Rheims),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","Who came with Zorobabel, Josue, Nehemias, Azarias, Raamias, Nahamani, Mardochai, Belsam, Mespharath, Begoia, Nahum, Baana. The number of the men of the people of Israel:",TRUE,FALSE,FALSE,FALSE,FALSE
2 Samuel 23.36 (Vulgate),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","Igaal filius Nathan de Soba, Bonni de Gadi,",FALSE,FALSE,TRUE,,FALSE
Nehemiah 7.7 (Vulgate),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","Qui venerunt cum Zorobabel, Josue, Nehemias, Azarias, Raamias, Nahamani, Mardochaeus, Belsam, Mespharath, Begoai, Nahum, Baana. Numerus virorum populi Israel:",FALSE,FALSE,TRUE,,FALSE
John 1.18 (Tyndale) - 1,wee saw the glorye thereof as the glory of the onely begotten sonne of the father,The only begotte sonne which is in the bosome of the father he hath declared him.,TRUE,FALSE,FALSE,FALSE,FALSE
Nehemiah 10.14 (Vulgate),"See Jerus. Maasar Sheni, fol. 55. 3. Moedkaton, fol. 80. 2, 3. Sotah, fol. 23. 3.","Capita populi, Pharos, Phahathmoab, AElam, Zethu, Bani,",FALSE,FALSE,TRUE,,FALSE
Hebrews 9.7 (ODRV) - 1,Christ his death is a sufficient expiation of the sinnes of all Gods chosen. .,not without bloud which he offereth for his owne and the peoples ignorance:,TRUE,FALSE,FALSE,FALSE,FALSE
