verse_id,text,verse_text,label,top_k
Hebrews 5.9 (Tyndale),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:",and was made parfaite and the cause of eternall saluacion vnto all them that obey him:,FALSE,
Hebrews 5.3 (Geneva),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","And for the sames sake he is bound to offer for sinnes, as well for his own part, as for ye peoples.",FALSE,
Ephesians 2.16 (Geneva),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","And that he might reconcile both vnto God in one body by his crosse, and slay hatred thereby,",FALSE,
Hebrews 1.4 (Geneva),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","And is made so much more excellent then the Angels, in as much as hee hath obteined a more excellent Name then they.",FALSE,
Hebrews 7.26 (Geneva),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","For such an hie Priest it became vs to haue, which is holy, harmelesse, vndefiled, separate from sinners, and made hier then the heauens:",TRUE,1-2
Hebrews 7.26 (AKJV),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","For such an high Priest became vs, who is holy, harmelesse, vndefiled, separate from sinners, and made higher then the heauens.",TRUE,1-2
Hebrews 7.26 (Tyndale),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:",Soche an hye prest it became vs to have which is wholy harmlesse vndefyled separat from synners and made hyar then heven.,TRUE,3
Hebrews 7.26 (ODRV),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","For it was seemely that we should haue such a high Priest, holy, innocent, impolluted, separated from sinners, and made higher then the Heauens.",TRUE,4-5
Hebrews 7.26 (Vulgate),"I conclude then, that if mans righteousnesse be strictly examined in the balance of the Law, there never was, and there is not a iust man upon earth, that doth good, and sinneth not, saving our Lord Iesus Christ, who through the prerogative of his immaculate conception, by the wonderfull operation of the holy Spirit, was in the likenesse of sinfull flesh, holy, harmelesse, undefiled, & separate from sinners:","Talis enim decebat ut nobis esset pontifex, sanctus, innocens, impollutus, segregatus a peccatoribus, et excelsior cælis factus:",TRUE,4-5
Matthew 2.5 (Geneva) - 1,"As the prophet saith, psal. 50.","for so it is written by the Prophet,",FALSE,
Acts 2.16 (Geneva),"As the prophet saith, psal. 50.","But this is that, which was spoken by the Prophet Ioel,",FALSE,
,"As the prophet saith, psal. 50.",No Bible verse quotation or paraphrase found,TRUE,
Luke 23.15 (Tyndale) - 0,"Paul, Rom. i. 25. 2 Cor. i. 3.",No nor yet Herode.,FALSE,
Luke 23.15 (Geneva) - 0; Luke 23.15 (AKJV) - 0,"Paul, Rom. i. 25. 2 Cor. i. 3.","No, nor yet Herod:",FALSE,
,"As the prophet saith, psal. 50.",No Bible verse quotation or paraphrase found,TRUE,
Ezekiel 18.30 (Geneva) - 1,"Repent and turne your selves from your iniquities, &c.",returne therefore and cause others to turne away from all your transgressions:,FALSE,
2 Chronicles 7.14 (Geneva),"and Ezek. 18. 30. Repent and turne your selves from your iniquities, &c.","If my people, among whome my Name is called vpon, doe humble them selues, and praye, and seeke my presence, and turne from their wicked wayes, then will I heare in heauen, and be mercifull to their sinne, and wil heale their land:",FALSE,
Zechariah 1.4 (Geneva) - 0,"and Ezek. 18. 30. Repent and turne your selves from your iniquities, &c.","Be ye not as your fathers, vnto whome the former prophets haue cried, saying, Thus sayth the Lord of hostes, Turne you nowe from your euill wayes, and from your wicked workes:",FALSE,
Ezekiel 18.30 (AKJV) - 1,"Repent and turne your selves from your iniquities, &c.","repent, and turne your selues from all your transgressions:",TRUE,1
Ezekiel 18.30 (Geneva) - 1,"Repent and turne your selves from your iniquities, &c.",returne therefore and cause others to turne away from all your transgressions:,TRUE,2
Ezekiel 18.30 (Vulgate) - 1,"Repent and turne your selves from your iniquities, &c.","Convertimini, et agite pœnitentiam ab omnibus iniquitatibus vestris, et non erit vobis in ruinam iniquitas.",TRUE,3-4
Ezekiel 18.30 (Douay-Rheims) - 1,"Repent and turne your selves from your iniquities, &c.","Be converted, and do penance for all your iniquities:",TRUE,3-4
Romans 12.12 (ODRV) - 1,Patience necessarie for euery Christian.,Patient in tribulation.,TRUE,1-9
Romans 12.12 (AKJV),Patience necessarie for euery Christian.,"Reioycing in hope, patient in tribulation, continuing instant in prayer.",TRUE,1-9
Romans 12.12 (Geneva),Patience necessarie for euery Christian.,"Reioycing in hope, pacient in tribulation, continuing in prayer,",TRUE,1-9
James 1.3 (AKJV),Patience necessarie for euery Christian.,"Knowing this, that the trying of your faith worketh patience,",TRUE,1-9
James 1.3 (ODRV),Patience necessarie for euery Christian.,knowing that the probation of your faith worketh patience.,TRUE,1-9
James 1.3 (Geneva),Patience necessarie for euery Christian.,"Knowing that ye trying of your faith bringeth forth patience,",TRUE,1-9
James 5.7 (AKJV) - 0,Patience necessarie for euery Christian.,"Be patient therefore, brethren, vnto the comming of the Lord:",TRUE,1-9
James 5.7 (ODRV) - 0,Patience necessarie for euery Christian.,"Be patient therfore, Brethren, vntil the comming of our Lord.",TRUE,1-9
James 5.7 (Geneva) - 0,Patience necessarie for euery Christian.,"Be patient therefore, brethren, vnto the comming of the Lord.",TRUE,1-9
James 1.3 (Tyndale),Patience necessarie for euery Christian.,for as moche as ye knowe how that the tryinge of youre fayth bringeth pacience: and let pacience,TRUE,10-12
James 5.7 (Tyndale) - 0,Patience necessarie for euery Christian.,Be pacient therfore brethren vnto the commynge of the lorde.,TRUE,10-12
Romans 12.12 (Tyndale) - 1,Patience necessarie for euery Christian.,Be paciet in tribulacion.,TRUE,10-12
Romans 12.12 (Vulgate) - 1,Patience necessarie for euery Christian.,in tribulatione patientes:,TRUE,13-15
James 1.3 (Vulgate),Patience necessarie for euery Christian.,scientes quod probatio fidei vestræ patientiam operatur.,TRUE,13-15
James 5.7 (Vulgate) - 0,Patience necessarie for euery Christian.,"Patientes igitur estote, fratres, usque ad adventum Domini.",TRUE,13-15
Romans 8.20 (Tyndale),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.",because the creatures are subdued to vanyte agaynst their will: but for his will which subdueth them in hope.,FALSE,
Hebrews 7.18 (Tyndale),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.",Then the commaundment that went a fore is disanulled because of hir weaknes and vnproffitablenes.,FALSE,
Ecclesiastes 6.5 (Geneva) - 1,"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.",therefore this hath more rest then the other.,FALSE,
1 Corinthians 12.24 (Geneva),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.","For our comely partes neede it not: but God hath tempered the body together, and hath giuen the more honour to that part which lacked,",FALSE,
Philippians 4.17 (Geneva),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.",Not that I desire a gift: but I desire the fruit which may further your reckoning.,FALSE,
1 Corinthians 13.13 (ODRV),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.","And now there remaine, faith, hope, charitie, these three: but the greater of these is charitie.",TRUE,1-3
1 Corinthians 13.13 (Geneva),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.","And nowe abideth faith, hope and loue, euen these three: but the chiefest of these is loue.",TRUE,1-3
1 Corinthians 13.13 (AKJV),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.","And now abideth faith, hope, charitie, these three, but the greatest of these is charitie.",TRUE,1-3
1 Corinthians 13.13 (Tyndale),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.",Now abideth fayth hope and love even these thre: but the chefe of these is love.,TRUE,4
1 Corinthians 13.13 (Vulgate),"Obiect: Its preferred before faith, as a more excellent grace. 1 Cor. 13.","Nunc autem manent fides, spes, caritas, tria hæc: major autem horum est caritas.",TRUE,5
Acts 17.29 (Geneva),"Faith is not of our selues. Ephe. 2, 8.","Forasmuch then, as we are the generation of God, we ought not to thinke that ye Godhead is like vnto gold, or siluer, or stone grauen by arte and the inuention of man.",FALSE,
Acts 17.28 (Geneva),"Faith is not of our selues. Ephe. 2, 8.","For in him we liue, and mooue, and haue our being, as also certaine of your owne Poets haue sayd, for we are also his generation.",FALSE,
Galatians 3.25 (Geneva),"Faith is not of our selues. Ephe. 2, 8.","But after that faith is come, we are no longer vnder a scholemaster.",FALSE,
Galatians 3.11 (Geneva) - 0,"Faith is not of our selues. Ephe. 2, 8.","And that no man is iustified by the Law in the sight of God, it is euident:",FALSE,
Ephesians 2.8 (ODRV),"Faith is not of our selues. Ephe. 2, 8.","For by grace you are saued through faith (and that not of your selues, for it is the guift of God)",TRUE,1-3
Ephesians 2.8 (Geneva),"Faith is not of our selues. Ephe. 2, 8.","For by grace are ye saued through faith, and that not of your selues: it is the gift of God,",TRUE,1-3
Ephesians 2.8 (AKJV),"Faith is not of our selues. Ephe. 2, 8.","For by grace are ye saued, through faith, and that not of your selues: it is the gift of God:",TRUE,1-3
Ephesians 2.8 (Tyndale),"Faith is not of our selues. Ephe. 2, 8.",For by grace are ye made safe thorowe fayth and that not of youre selves. For it is the gyfte of God,TRUE,4
Ephesians 2.8 (Vulgate),"Faith is not of our selues. Ephe. 2, 8.","Gratia enim estis salvati per fidem, et hoc non ex vobis: Dei enim donum est:",TRUE,5
