Phrase,Citations,Outliers,Text
Eph. 1. 2•.,Ephesians 1,['Ephesians 1.2•'],"it's not said, Christs Kingdome is become the Kingdome of the word, as if Christ should put down civill authority, and exercise rule by it himself, but The Kingdomes of the world, i.e. the various Kingdomes are become Christs, i.e. to advance it, and debase themselves at his feet. Eph. 1. 2•. it's said, All things are put under Christs feet, and he is head over all things to the Church, (that is universally, chiefly ▪ nextly, particularly,) so then earths Kingdomes when they are subject to Christ, for his ends, now they exercise the Kingdome of Christ, in a manner;"
"Isa. 33. 20, 21, 2•.; Rom. 8. 7, 1.",Isaiah 33.20; Isaiah 33.21; Romans 8.7; Romans 8.1,['Isaiah 33.2•'],"and bruise sin, Satan and self under their feet? Then I say, as the Lord, Isa. 33. 20, 21, 2•. Look upon Zion, the City of your solemnity, &c. See Rom. 8. 7, 1."
1 Cor. 14. 2•.; Iohn 4. 29.,1 Corinthians 14; John 4.29,['1 Corinthians 14.2•'],"At last he hears his secret thoughts and sins discovered, all his life is made known, and thinks 'tis the Lord verily that hath done this; now God speaks, 1 Cor. 14. 2•. those things he did neither believe nor imagine; &c. Iohn 4. 29."
"Exod. 22.1, 3•7.",Exodus 22.1,['Exodus 22.3•7'],"Some are for one Nation or Republick onely, Exod. 22.1, 3•7."
Iohn 16. •.,John 16,['John 16.•'],Iohn 16. •.
Hos. 14.1.; Rev. 3.17.; Ier. 3 2•.; Isa. 55.1.,Hosea 14.1; Revelation 3.17; Jeremiah 3; Isaiah 55.1,['Jeremiah 3 2•'],"'Tis true also, that the Gospel makes an offer of Christ, and salvation and remission of sins to all sinners, where it comes, yea, to all sinners as sinners and as miserable, yea, though they have sinned long by unbeleef, as is evident, Hos. 14.1. Rev. 3.17. Ier. 3 2•. Isa. 55.1."
Jer. 4. ◊,Jeremiah 4,['Jeremiah 4.◊'],"Jeremy the Prophet hath three conditions of an oath, Jer. 4. 〈 ◊ 〉."
"Mat. 6.5, & 16 verse",Matthew 6.5,['Matthew 16 verse'],"as is cleare from Mat. 6.5, and 16 verse;"
"Cant. 7. 11, 1•",Canticles 7.11,['Canticles 7.1•'],"Cant. 7. 11, 1• …"
"Dan. 7. ver. 9, 10. & verse 22, & verse 26.",Daniel 7.9; Daniel 7.10,"['Daniel verse 22', 'Daniel verse 26']","1. The First Scripture is, Dan. 7. ver. 9, 10. and verse 22, and verse 26. The End of the Fourth Empire is here described in the vision, and in the Interpretation."
1 Thes. 2. 1•.,1 Thessalonians 2,['1 Thessalonians 2.1•'],1 Thes. 2. 1•.
Exod. 20. 1•.,Exodus 20,['Exodus 20.1•'],Exod. 20. 1•.
Luke 13. 3•.,Luke 13,['Luke 13.3•'],Luke 13. 3•.
Gen. 2. 1•.,Genesis 2,['Genesis 2.1•'],Gen. 2. 1•.
Col. 1. 1•,Colossians 1,['Colossians 1.1•'],Col. 1. 1•
4 King. 18. 4•,Kings 18,['Kings 18.4•'],4 King. 18. 4•
Job 22. •.,Job 22,['Job 22.•'],Job 22. •.
Cant. 1. •.,Canticles 1,['Canticles 1.•'],Cant. 1. •.
Gal. 2. •.,Galatians 2,['Galatians 2.•'],Gal. 2. •.
2 Cor. 5. 1•.,2 Corinthians 5,['2 Corinthians 5.1•'],2 Cor. 5. 1•.
Phil. 2. 1•.,Philippians 2,['Philippians 2.1•'],Phil. 2. 1•.
Mat. 10 2• & 24.9.,Matthew 24.9,['Matthew 10 2•'],Mat. 10 2•; and 24.9.
"1 Tim. 2.11, 1•.",1 Timothy 2.11,['1 Timothy 2.1•'],"1 Tim. 2.11, 1•."
Jude ver. 20. •,Jude 20,['Jude 20.•'],Jude ver. 20. • Thes. 5.11.
Gal. 5. 2•.; 2 Tim. 2 25.,Galatians 5; 2 Timothy 2.25,['Galatians 5.2•'],Gal. 5. 2•. 2 Tim. 2 25.
"Ezek. 29.18, 1•.",Ezekiel 29.18,['Ezekiel 29.1•'],"Ezek. 29.18, 1•."
Psal. 113.5. ◊ — 7.,Psalms 113.57,"['Psalms 113.5.◊-7', 'Psalms 113.5◊']",Psal. 113.5. 〈 ◊ 〉 — 7.
Mat. 6. 2•.,Matthew 6,['Matthew 6.2•'],"John Baptist feared of Herod, because he knew him to be a just man; Mat. 6. 2•."
Heb. 7. •.,Hebrews 7,['Hebrews 7.•'],Heb. 7. •.
Job 12. 1• 34. 3.,Job 12,['Job 12.1• 34.3'],Job 12. 1• ▪ 34. 3.
Mal. 4. •,Malachi 4,['Malachi 4.•'],Mal. 4. • ▪
Gal. 6. 15.; Gal. 6. •.; 1 Cor. 7. 9.,Galatians 6.15; Galatians 6; 1 Corinthians 7.9,['Galatians 6.•'],Gal. 6. 15. Gal. 6. •. 1 Cor. 7. 9.
Mat. 12. •.,Matthew 12,['Matthew 12.•'],Mat. 12. •.
Joh. 7. 4•,John 7,['John 7.4•'],Joh. 7. 4•
Mat. 6. 2•.26.; Psa. 56.8.; Heb. 2.16,Matthew 6; Psalms 56.8; Hebrews 2.16,['Matthew 6.2•.26'],Mat. 6. 2•.26. Psa. 56.8. Heb. 2.16
Ezra 1. •.,Ezra 1,['Ezra 1.•'],Ezra 1. •.
Isa. 54. 1•.,Isaiah 54,['Isaiah 54.1•'],"Adversus scientiam Dei, quae est Christianorum fides. Bern. Ad Milites Templi. Isa. 54. 1•."
Acts 26. 2•.,Acts 26,['Acts 26.2•'],Acts 26. 2•.
Ps. 5. 1•.; Ps. 3. 3.,Psalms 5; Psalms 3.3,['Psalms 5.1•'],"With favor thou wilt compass him as with a shield, Ps. 5. 1•. so Ps. 3. 3."
1 Chron. 12. 33.; Psal. 12 •.,1 Chronicles 12.33; Psalms 12,['Psalms 12 •'],1 Chron. 12. 33. Psal. 12 •.
Ps. 50. 2•.,Psalms 50,['Psalms 50.2•'],Ps. 50. 2•.
Exod. 31.; Psal. 11. 6•,Exodus 31; Psalms 11,['Psalms 11.6•'],"The Lord, the Lord beholds from Heaven all the children of men, Exod. 31. the righteous Lord loveth righteousnesse, Psal. 11. 6• he is a just God, a jealous God, one that hates sinne and all iniquity, one that will by no meanes let the guilty goe unpunished, one that will raine snares, fire and Brimstone, and give it to the wicked as their portion, &c."
"Mat. 3. 5, •.",Matthew 3.5,['Matthew 3.•'],"As to the other part of the a• … eedent pe• … ning to the • … me of the New Test. 1. W• 〈 ◊ 〉 Baptist ▪ Baptized huge multitude• •ithout any • … lay 〈 ◊ 〉, 'tis said that all Jerusalem and J• … •nd the R• … on round about 〈 ◊ 〉 went out to him and were Baptized without de• … Mat. 3. 5, •. Two things principally are replyed to the 〈 … 〉 said in the Text, 〈 … 〉 6. 2: 〈 … 〉 in their 〈 … 〉 of them t• bring 〈 … 〉 For that 〈 … 〉 the consideration which 〈 … 〉 Godly and 〈 … 〉 hath upon the pla• … 〈 ◊ 〉 in Answer to the R•emists affirm• … that they did not 〈 ◊ 〉 themselves sinners in the generall only;"
Acts 8. 1•.,Acts 8,['Acts 8.1•'],"In like maner the Samarit• …, men and women were baptized without any delay, Acts 8. 1•."
Psal. 82. •. 1. 2.,Psalms 82,['Psalms 82.•.1.2'],"Now to the pres• … purpose in hand. 1. The genuine grammaticall signification of the word Church, , is such as may well be applyed to signifie a co• … tion or Colledge of Rulers, and certain it is, that the Hebrew word is oftener then once in Scripture used for the convention 〈 ◊ 〉 Colledge of Judges or Rulers, as Psal. 82. •. 1. 2."
2 Cor. 2. •.,2 Corinthians 2,['2 Corinthians 2.•'],"and by the same power • … ved in again, that as his punishment was by many, so his consolatio• 〈 ◊ 〉 reception might be by many also, as 'tis 2 Cor. 2. •. that Sat• … might take no advantage, which is enough to shew, how that admission of members should be by a joint act of the Church, as well as excommunication of Members."
2 Tim. 1. •.,2 Timothy 1,['2 Timothy 1.•'],"Qu. 19. that they were some other Apostles or Apostles fellows together with Paul, who 2 Tim. 1. •. is said to have •ayed his hands on Timothy, and that Apostles are called Elders, and a company of Apostles are called a Presbytery or an Eldership."
"1 Sam. 25. 36.; Esth. 1 4, •.",1 Samuel 25.36; Esther 4,['Esther •'],"Nabal its said, when he had his sheep-shearers, made a feast like the feast of a King, 1 Sam. 25. 36. you read of Ahasureus his great feast, Esth. 1 4, •."
Esay 9. •.,Isaiah 9,['Isaiah 9.•'],"Christs name the Prophet mentions, Esay 9. •. Wonderful, Counsellor, &c. every one of these names is a room in this hiding place."
Luke 18. 1•.,Luke 18,['Luke 18.1•'],"So came the Publican, Luke 18. 1•."
Acts 2. 3•.; Acts 16. 30; Acts 9. 6.,Acts 2; Acts 16.30; Acts 9.6,['Acts 2.3•'],"What is the meaning of those questions which were propounded by the three thousand, Acts 2. 3•. By the Jaylor, Acts 16. 30 And by Paul, Acts 9. 6."
Lev. 26. 3•.,Leviticus 26,['Leviticus 26.3•'],"God threatens fears to the wicked as their portion, Lev. 26. 3•. I will send a faintnesse in their hearts, the sound of a shaken leaf shall chase them."
Esay 63. 1•.,Isaiah 63,['Isaiah 63.1•'],"Thus Moses the Ruler of Israel is called 〈 ◊ 〉 sh•pherd of Gods flock, Esay 63. 1•. 〈 … 〉 Agamemnon, ."
Gen. 25. 2•.,Genesis 25,['Genesis 25.2•'],"That 〈 … 〉 of their Father Iacob, Gen. 25. 2•. it is 〈 … 〉 all his posterity in their propo•tion, they are plain-hearted men."
1 Cor. 12. •.,1 Corinthians 12,['1 Corinthians 12.•'],"The manifestation of the Spirit is given to every man to profit withall, As the Apostle saith, 1 Cor. 12. •. (2.) Labour to be fruitful."
1 John 1. •.,1 John 1,['1 John 1.•'],"Fourthly, remember the communion of Saints, 1 John 1. •."
Tit 1. •; 1 Tim. 5. 22.; 1 Tim. 4. 14.; Acts 13.; Acts 14. 23.,Titus 1; 1 Timothy 5.22; 1 Timothy 4.14; Acts 13; Acts 14.23,['Titus 1.•'],"The other according to eslablished Gospel Rule from Christ, by the Ministery of the Church, viz. by Ordination thorough the imposition of the hands 〈 ◊ 〉 Presbyters, of which we read•, Tit 1. • 1 Tim. 5. 22. 1 Tim. 4. 14. Acts 13. init. Acts 14. 23."
1 Corinth. 9. •,1 Corinthians 9,['1 Corinthians 9.•'],"Who feedeth a flock and ea•e•h not of the milk of the flock, 1 Corinth. 9. •? Do Christ what service you are able."
Cant. 2. •.,Canticles 2,['Canticles 2.•'],"All the fruits that grow upon Christ are very pleasant, Cant. 2. •. I sate down under his shadow (saith the Church) with great delight, and his fruit was sweet to my taste."
Heb. 10. •.,Hebrews 10,['Hebrews 10.•'],"But Jesus Christ •s the meer plantation of God alone, God prepared him a body, Heb. 10. •. God appointed him for the work of Redemption."
Rev. 2. 1•. &; Gen. 7. 1.,Revelation 2; Genesis 7.1,['Revelation 2.1•.'],"This is that which is recorded of the Angel of the Church of Pergamus, Rev. 2. 1•. and of those few in Sardis, chap. 3. 4. Th•s was Noah saved in that corrupt age in which he lived, Gen. 7. 1."
Ephes. 1. 1•.,Ephesians 1,['Ephesians 1.1•'],"Now if any Saint should perish eternally, God himselfe would be robbed; for every Saint i• his inheritance, Ephes. 1. 1•. The Lord Christ (5.) will not suffer the Spirits Temple to fall into the eternal possession of the Devil."
"1 John 2. •,; Mat. 13. 10, 11, 12, 13, 14, 15.",1 John 2; Matthew 13.10; Matthew 13.11; Matthew 13.12; Matthew 13.13; Matthew 13.14; Matthew 13.15,['1 John 2.•'],"His propitiation is not extended further then his mediation, 1 John 2. •, 2. The peculiarity of the descending of this raine is cleerly shewed by our Saviour in the answer he gives to that question of his Disciples, concerning his preaching to the people in Parables, Mat. 13. 10, 11, 12, 13, 14, 15. Though the raine of Christs Doctrine fall down indifferently upon all, yet the special grace of understanding, applying and improving that Doctrine, is not given unto all."
Joh 9. 3•. 2.,John 9,['John 9.3•.2'],"This our Saviour declares expresly, Joh 9. 3•. 2. Stand in those places where the Sunne usually shines."
Psal. 45. •.,Psalms 45,['Psalms 45.•'],"As he is bright and beautiful in his own person, Psal. 45. •. so he makes his people beauti•ul."
2 Kings 7. 1•.,2 Kings 7,['2 Kings 7.1•'],"We know how it befel that incredulous Lord, who would not beleeve the promise of plenty which God made by his Prophet, 2 Kings 7. 1•."
Prov 8. •.,Proverbs 8,['Proverbs 8.•'],Prov 8. •.
Prov. 27. •.,Proverbs 27,['Proverbs 27.•'],Prov. 27. •.
"Isa. 66. 1, 2•",Isaiah 66.1,['Isaiah 66.2•'],"Isa. 66. 1, 2•"
Col. 1. 1•.,Colossians 1,['Colossians 1.1•'],Col. 1. 1•.
"Psal. 122. 6, •.",Psalms 122.6,['Psalms 122.•'],"Psal. 122. 6, •."
Psal. 75. •.,Psalms 75,['Psalms 75.•'],Psal. 75. •.
Prov. 27. •.,Proverbs 27,['Proverbs 27.•'],"But who would leave such a matter as his everlasting salvation upon such hazard? I warn thee therefore from God, in the Words of God, Prov. 27. •. Boast not thy self of to morrow, for who knoweth what a day may bring forth? SECT. IV. Quest. 3. MY third Question to you is this:"
Gen. 3.23.; Luke 23. 4•.,Genesis 3.23; Luke 23,['Luke 23.4•'],"the one cast us out of, the other lets us into Par d se [ Gen. 3.23. Luke 23. 4•. ] Three Meditations of the Death of Christ."
2 Cor. 6. 1.; 1 Cor. 3. 9.; 2 Cor. 5. 20.; 2 Cor. 3. •.,2 Corinthians 6.1; 1 Corinthians 3.9; 2 Corinthians 5.20; 2 Corinthians 3,['2 Corinthians 3.•'],"Reason therefore thus, and say, Are these Elders who rule well, labouring in the word and Doctrine (as indeed they are) Co-workers with God? 2 Cor. 6. 1. 1 Cor. 3. 9. Ambassadors for Christ, 2 Cor. 5. 20. reconcilers of men to God, v. 18. 19. Ministers of the New Testament, 2 Cor. 3. •."
Joh. 1. 3•.,John 1,['John 1.3•'],"that so besides Johns testimony they might see the visible signs confirming him to be the Messias, all which did so clearly confirm it, that this was called his manifestation unto Israel, Joh. 1. 3•. [ In Jordan ] Christs Baptism is set down from the place, viz, Jordan."
Psalm 29. 1•.,Psalms 29,['Psalms 29.1•'],"1 Peace is a blessing that comprehends all blessings under it, Psalm 29. 1•. The Lord will give his people the blessing of peace."
Gen. 31. 5•.,Genesis 31,['Genesis 31.5•'],"〈 … 〉 swears by the God of Nahor, when Nahor 〈 … 〉 Gen. 31. 5•. Jacob he takes his oath and swears by the fear of his father Isaac."
Psal. 68. •. 6,Psalms 68,['Psalms 68.•.6'],"Praise waits for him in Sion, Psal. 68. •. 6 In publick prayer there is, as it were, the conjunctions of the spirits and graces of a body of Christ, as it were, in one."
"Jer. 33. •.; Gen. 32.9, 10, 11.",Jeremiah 33; Genesis 32.9; Genesis 32.10; Genesis 32.11,['Jeremiah 33.•'],"from the greatness of scruples and tentations that lie upon our souls, from the overwhelmings of spirit by sins and sorrows, from the necessity of such a blessing for the discharge of our callings, from the command of God that bids us ask, Jer. 33. •. from the promise of God who hath ingaged his faithfulness, Gen. 32.9, 10, 11. from our confidence in him."
Ezek. 36. 2•.; Ezek. 39.25.,Ezekiel 36; Ezekiel 39.25,['Ezekiel 36.2•'],"A small impeachment to the name of a Prince, stirrs him up to arms, and will not the Prince of Princes be jealous for his holy name? See Ezek. 36. 2•. Ezek. 39.25."
"Psal. 10 • 22, 21,",Psalms 21,['Psalms •'],"In earth as it is in heaven ] Though it may be interpreted of the course of the Stars that in a continual motion obey God, yet Christ means it of the Angels, Psal. 10 • 22, 21, Praise him all his hosts, ye ministers of his that do his pleasure."
Joh. 3. 3•.,John 3,['John 3.3•'],"between the Lord and a true believer, there is as it were a mutual contract, Faith sets to its feat that God is true in that he promiseth, Joh. 3. 3•."
Mark. 9. 2•.,Mark 9,['Mark 9.2•'],"Yea even this is witnessed, even in weak Christians, though with some fear of the contrary, the poor man cryed out, Mark. 9. 2•. Lord I believe, help my unbelief."
"Joh. 10.28, 29.; Joh. 10.28, 29. &; Luk. 22.31, 3•.",John 10.28; John 10.29; John 10.28; John 29.; Luke 22.31,['Luke 22.3•'],"Answ. Yes, from these promises, Joh. 10.28, 29. None shall pluck them out of my hands, Joh. 10.28, 29. and from Christ his prayer, Luk. 22.31, 3•."
"Prov. 3.5, 6.; Psal. 123.1, 2, •.; Psal. 37.; Psal. 90.17.",Proverbs 3.5; Proverbs 3.6; Psalms 123.1; Psalms 123.2; Psalms 37; Psalms 90.17,['Psalms 123.•'],"as the Marriner hath his eye upon the pole star, as well as his hand upon the helme, so should we acknowledge God in all our wayes, and he will direct our steps, Prov. 3.5, 6. Psal. 123.1, 2, •. Unto thee lift I up mine eyes, O thou that dwellest in the heavens, Psal. 37. Commit thy way unto the Lord (how difficult soever) and he will bring it to pass, ver. 5. Psal. 90.17."
"Gal. 3.10, 1•.; Rom. 4.1.2. &",Galatians 3.10; Romans 4.1; Romans 4.2,['Galatians 3.1•'],"adorns us in the sight of God, and answers divine Justice, Gal. 3.10, 1•. so doth the Righteousness of Sanctification adorn us in the sight of God. Rom. 4.1.2. and of men."
Isa. 26. 1•,Isaiah 26,['Isaiah 26.1•'],Isa. 26. 1•
"Heb. 6.4, •, 6.",Hebrews 6.4; Hebrews 6.6,['Hebrews 6.•'],"The one, Heb. 6.4, •, 6. It is unpossible for those who were once enlightned (with the knowledge of the truth) and have tasted of the heavenly gift of Christ, that gift of God, and of this great benefit of Redemption by him, having a general knowledge thereof, and made some particular application of it to themselves, not without some delight) If they shall fall away, to renew them again unto repentance, seeing they crucifie to themselves the Son of God afresh, and put him to an open shame."
"Rev. 21 2•, 24.",Revelation 24,['Revelation 2•'],"so to be laught at by scorners, wicked men and fools, even those yee count your enemies, and so admired by fools, and this I am certa•n is not the honor that comes from the Lord of hosts, and the Lords wrath and vengance will meet with and overtake you and all that go on in this way greedily satisfying their ungodly lusts, and this with somewhat else from my hand is and may be a sure and certain warn•ng to you O yee Mountains before honor is humility in the light of the holy Citty, and the Kings of the earth do bring their glory and honor into it, Rev. 21 2•, 24."
1 Sam. 24. •.,1 Samuel 24,['1 Samuel 24.•'],9 Property. 1 Sam. 24. •.
Psal. 127. 2.; Mat. 16. 16•,Psalms 127.2; Matthew 16,['Matthew 16.16•'],Psal. 127. 2. Mat. 16. 16•
1 Cor. 9. 2•.; 2 Cor. 11. 29.,1 Corinthians 9; 2 Corinthians 11.29,['1 Corinthians 9.2•'],1 Cor. 9. 2•. 2 Cor. 11. 29.
Jer. 15. 1•.,Jeremiah 15,['Jeremiah 15.1•'],Jer. 15. 1•.
2 Cor. 5. 1•.,2 Corinthians 5,['2 Corinthians 5.1•'],"when we know the terror of the Lord, and the love of Christ experimentally, this maketh us able in the work of the Ministery, 2 Cor. 5. 1•."
"Jer. 16. 14 15. & 23. 6, 7, 8.",Jeremiah 23.6; Jeremiah 23.7; Jeremiah 23.8,['Jeremiah 16.14 15'],"Jer. 16. 14 15. and 23. 6, 7, 8. Therefore behold the dayes come, saith the Lord, that it shall no more be said;"
Psal. 74. •.,Psalms 74,['Psalms 74.•'],"we have not any foretelling Prophets, as the Psalmist complained, Psal. 74. •. Wee see not our signs, there is no more any Prophet, neither is there among us any that knoweth how long."
"Rev. 14. 9, 1•.",Revelation 14.9,['Revelation 14.1•'],"Rev. 14. 9, 1•."
1 Joh. 3.3.2; Cor. 7. •. •,1 John 3.3; 1 John 3.2; Corinthians 7,['Corinthians 7.•.•'],See 1 Joh. 3.3.2 Cor. 7. •. • The neglect of the improving their faith upon all occasions; they cannot get assurance without this.
"1 Joh. 3.6, 7.; 2 Chron. 18. 2•.",1 John 3.6; 1 John 3.7; 2 Chronicles 18,['2 Chronicles 18.2•'],"Beloved, let us take heed of an errour in this, which is very common, 1 Joh. 3.6, 7. Consider, whether there bee not Gods Writ, sent out against you frequently, signed in an open Court, as Micaiah said to Ahab, 2 Chron. 18. 2•. hath not the Lord pronounced against thee in the threatnings in his Word?"
Job 4. 1•.; Mat. 3.17.,Job 4; Matthew 3.17,['Job 4.1•'],Job 4. 1•. Mat. 3.17.
Ps. 107. 4•,Psalms 107,['Psalms 107.4•'],Ps. 107. 4•
Jer. 14. 1•,Jeremiah 14,['Jeremiah 14.1•'],Jer. 14. 1•
Deut. 3. 2•,Deuteronomy 3,['Deuteronomy 3.2•'],Deut. 3. 2•
Ezek. 24. 1•.,Ezekiel 24,['Ezekiel 24.1•'],Ezek. 24. 1•.
"Luk. 10.17; Acts 6.8.; Act. 19.11, 12 •",Luke 10.17; Acts 6.8; Acts 19.11,['Acts 19.•'],"Luk. 10.17 Acts 6.8. Act. 19.11, 12 • Cor. 12.10."
Rom. 9. 2•,Romans 9,['Romans 9.2•'],Rom. 9. 2•
Hos. 2. 1•.,Hosea 2,['Hosea 2.1•'],Hos. 2. 1•.
"Rom. 13. 3, •.",Romans 13.3,['Romans 13.•'],"Rom. 13. 3, •."
Psal. 42. 1•,Psalms 42,['Psalms 42.1•'],"Whom have I in heaven but thee, or in earth in comparison of thee, and Psal. 42. 1• my soul pants or breathes after thee my God."
Acts 3. 3•.,Acts 3,['Acts 3.3•'],"There is no man that hath the Son, but as he hath him for his Saviour so he hath him for his Prince, Acts 3. 3•. Him hath God exalted with his right hand, whom they slew, a Prince and a Saviour;"
